Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Zion ① 覆盖板
ThermalDynamics:cover:0, Zion ② 覆盖板
ThermalDynamics:cover:0, Zion ③ 覆盖板
ThermalDynamics:cover:0, Zion ④ 覆盖板
ThermalDynamics:cover:0, Zion ⑤ 覆盖板
ThermalDynamics:cover:0, Zion ⑥ 覆盖板
ThermalDynamics:cover:0, Zion ⑦ 覆盖板
ThermalDynamics:cover:0, Zion ⑧ 覆盖板
ThermalDynamics:cover:0, Zion ⑨ 覆盖板
ThermalDynamics:cover:0, Zion ⑩ 覆盖板
ThermalDynamics:cover:0, Zion ⑪ 覆盖板
ThermalDynamics:cover:0, Zion ⑫ 覆盖板
ThermalDynamics:cover:0, Zion ⑬ 覆盖板
ThermalDynamics:cover:0, Zion ⑭ 覆盖板
ThermalDynamics:cover:0, Zion ⑮ 覆盖板
ThermalDynamics:cover:0, Zome ⓪ 覆盖板
ThermalDynamics:cover:0, Zome ① 覆盖板
ThermalDynamics:cover:0, Zome ② 覆盖板
ThermalDynamics:cover:0, Zome ③ 覆盖板
ThermalDynamics:cover:0, Zome ④ 覆盖板
ThermalDynamics:cover:0, Zome ⑤ 覆盖板
ThermalDynamics:cover:0, Zome ⑥ 覆盖板
ThermalDynamics:cover:0, Zome ⑦ 覆盖板
ThermalDynamics:cover:0, Zome ⑧ 覆盖板
ThermalDynamics:cover:0, Zome ⑨ 覆盖板
ThermalDynamics:cover:0, Zome ⑩ 覆盖板
ThermalDynamics:cover:0, Zome ⑪ 覆盖板
ThermalDynamics:cover:0, Zome ⑫ 覆盖板
ThermalDynamics:cover:0, Zome ⑬ 覆盖板
ThermalDynamics:cover:0, Zome ⑭ 覆盖板
ThermalDynamics:cover:0, Zome ⑮ 覆盖板
ThermalDynamics:cover:0, Zone ⓪ 覆盖板
ThermalDynamics:cover:0, Zone ① 覆盖板
ThermalDynamics:cover:0, Zone ② 覆盖板
ThermalDynamics:cover:0, Zone ③ 覆盖板
ThermalDynamics:cover:0, Zone ④ 覆盖板
ThermalDynamics:cover:0, Zone ⑤ 覆盖板
ThermalDynamics:cover:0, Zone ⑥ 覆盖板
ThermalDynamics:cover:0, Zone ⑦ 覆盖板
ThermalDynamics:cover:0, Zone ⑧ 覆盖板
ThermalDynamics:cover:0, Zone ⑨ 覆盖板
ThermalDynamics:cover:0, Zone ⑩ 覆盖板
ThermalDynamics:cover:0, Zone ⑪ 覆盖板
ThermalDynamics:cover:0, Zone ⑫ 覆盖板
ThermalDynamics:cover:0, Zone ⑬ 覆盖板
ThermalDynamics:cover:0, Zone ⑭ 覆盖板
ThermalDynamics:cover:0, Zone ⑮ 覆盖板
ThermalDynamics:cover:0, Zorg ⓪ 覆盖板
ThermalDynamics:cover:0, Zorg ① 覆盖板
ThermalDynamics:cover:0, Zorg ② 覆盖板
ThermalDynamics:cover:0, Zorg ③ 覆盖板
ThermalDynamics:cover:0, Zorg ④ 覆盖板
ThermalDynamics:cover:0, Zorg ⑤ 覆盖板
ThermalDynamics:cover:0, Zorg ⑥ 覆盖板
ThermalDynamics:cover:0, Zorg ⑦ 覆盖板
ThermalDynamics:cover:0, Zorg ⑧ 覆盖板
ThermalDynamics:cover:0, Zorg ⑨ 覆盖板
ThermalDynamics:cover:0, Zorg ⑩ 覆盖板
ThermalDynamics:cover:0, Zorg ⑪ 覆盖板
ThermalDynamics:cover:0, Zorg ⑫ 覆盖板
ThermalDynamics:cover:0, Zorg ⑬ 覆盖板
ThermalDynamics:cover:0, Zorg ⑭ 覆盖板
ThermalDynamics:cover:0, Zorg ⑮ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⓪ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ① 覆盖板
ThermalDynamics:cover:0, Tinted Glass ② 覆盖板
ThermalDynamics:cover:0, Tinted Glass ③ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ④ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑤ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑥ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑦ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑧ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑨ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑩ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑪ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑫ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑬ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑭ 覆盖板
ThermalDynamics:cover:0, Tinted Glass ⑮ 覆盖板
ThermalDynamics:cover:0, Reed ⓪ 覆盖板
ThermalDynamics:cover:0, Reed ① 覆盖板
ThermalDynamics:cover:0, Reed ② 覆盖板
ThermalDynamics:cover:0, Reed ③ 覆盖板
ThermalDynamics:cover:0, Reed ④ 覆盖板
ThermalDynamics:cover:0, Reed ⑤ 覆盖板
ThermalDynamics:cover:0, Reed ⑥ 覆盖板
ThermalDynamics:cover:0, Reed ⑦ 覆盖板
ThermalDynamics:cover:0, Reed ⑧ 覆盖板
ThermalDynamics:cover:0, Reed ⑨ 覆盖板
ThermalDynamics:cover:0, Reed ⑩ 覆盖板
ThermalDynamics:cover:0, Reed ⑪ 覆盖板
ThermalDynamics:cover:0, Reed ⑫ 覆盖板
ThermalDynamics:cover:0, Reed ⑬ 覆盖板
ThermalDynamics:cover:0, Reed ⑭ 覆盖板
ThermalDynamics:cover:0, Reed ⑮ 覆盖板
ThermalDynamics:cover:0, Sync ⓪ 覆盖板
ThermalDynamics:cover:0, Sync ① 覆盖板
ThermalDynamics:cover:0, Sync ② 覆盖板
ThermalDynamics:cover:0, Sync ③ 覆盖板
ThermalDynamics:cover:0, Sync ④ 覆盖板
ThermalDynamics:cover:0, Sync ⑤ 覆盖板
ThermalDynamics:cover:0, Sync ⑥ 覆盖板
ThermalDynamics:cover:0, Sync ⑦ 覆盖板
ThermalDynamics:cover:0, Sync ⑧ 覆盖板
ThermalDynamics:cover:0, Sync ⑨ 覆盖板
ThermalDynamics:cover:0, Sync ⑩ 覆盖板
ThermalDynamics:cover:0, Sync ⑪ 覆盖板
ThermalDynamics:cover:0, Sync ⑫ 覆盖板
ThermalDynamics:cover:0, Sync ⑬ 覆盖板
ThermalDynamics:cover:0, Sync ⑭ 覆盖板
ThermalDynamics:cover:0, Sync ⑮ 覆盖板
ThermalDynamics:cover:0, Zkul ⓪ 覆盖板
ThermalDynamics:cover:0, Zkul ① 覆盖板
ThermalDynamics:cover:0, Zkul ② 覆盖板
ThermalDynamics:cover:0, Zkul ③ 覆盖板
ThermalDynamics:cover:0, Zkul ④ 覆盖板
ThermalDynamics:cover:0, Zkul ⑤ 覆盖板
ThermalDynamics:cover:0, Zkul ⑥ 覆盖板
ThermalDynamics:cover:0, Zkul ⑦ 覆盖板
ThermalDynamics:cover:0, Zkul ⑧ 覆盖板
ThermalDynamics:cover:0, Zkul ⑨ 覆盖板
ThermalDynamics:cover:0, Zkul ⑩ 覆盖板
ThermalDynamics:cover:0, Zkul ⑪ 覆盖板
ThermalDynamics:cover:0, Zkul ⑫ 覆盖板
ThermalDynamics:cover:0, Zkul ⑬ 覆盖板
ThermalDynamics:cover:0, Zkul ⑭ 覆盖板
ThermalDynamics:cover:0, Zkul ⑮ 覆盖板
ThermalDynamics:cover:0, Azur ⓪ 覆盖板
ThermalDynamics:cover:0, Azur ① 覆盖板
ThermalDynamics:cover:0, Azur ② 覆盖板
ThermalDynamics:cover:0, Azur ③ 覆盖板
ThermalDynamics:cover:0, Azur ④ 覆盖板
ThermalDynamics:cover:0, Azur ⑤ 覆盖板
ThermalDynamics:cover:0, Azur ⑥ 覆盖板
ThermalDynamics:cover:0, Azur ⑦ 覆盖板
ThermalDynamics:cover:0, Azur ⑧ 覆盖板
ThermalDynamics:cover:0, Azur ⑨ 覆盖板
ThermalDynamics:cover:0, Azur ⑩ 覆盖板
ThermalDynamics:cover:0, Azur ⑪ 覆盖板
ThermalDynamics:cover:0, Azur ⑫ 覆盖板
ThermalDynamics:cover:0, Azur ⑬ 覆盖板
ThermalDynamics:cover:0, Azur ⑭ 覆盖板
ThermalDynamics:cover:0, Azur ⑮ 覆盖板
ThermalDynamics:cover:0, Zeta ⓪ 覆盖板
ThermalDynamics:cover:0, Zeta ① 覆盖板
ThermalDynamics:cover:0, Zeta ② 覆盖板
ThermalDynamics:cover:0, Zeta ③ 覆盖板
ThermalDynamics:cover:0, Zeta ④ 覆盖板
ThermalDynamics:cover:0, Zeta ⑤ 覆盖板
ThermalDynamics:cover:0, Zeta ⑥ 覆盖板
ThermalDynamics:cover:0, Zeta ⑦ 覆盖板
ThermalDynamics:cover:0, Zeta ⑧ 覆盖板
ThermalDynamics:cover:0, Zeta ⑨ 覆盖板
ThermalDynamics:cover:0, Zeta ⑩ 覆盖板
ThermalDynamics:cover:0, Zeta ⑪ 覆盖板
ThermalDynamics:cover:0, Zeta ⑫ 覆盖板
ThermalDynamics:cover:0, Zeta ⑬ 覆盖板
ThermalDynamics:cover:0, Zeta ⑭ 覆盖板
ThermalDynamics:cover:0, Zeta ⑮ 覆盖板
ThermalDynamics:cover:0, Zest ⓪ 覆盖板
ThermalDynamics:cover:0, Zest ① 覆盖板
ThermalDynamics:cover:0, Zest ② 覆盖板
ThermalDynamics:cover:0, Zest ③ 覆盖板
ThermalDynamics:cover:0, Zest ④ 覆盖板
ThermalDynamics:cover:0, Zest ⑤ 覆盖板
ThermalDynamics:cover:0, Zest ⑥ 覆盖板
ThermalDynamics:cover:0, Zest ⑦ 覆盖板
ThermalDynamics:cover:0, Zest ⑧ 覆盖板
ThermalDynamics:cover:0, Zest ⑨ 覆盖板
ThermalDynamics:cover:0, Zest ⑩ 覆盖板
ThermalDynamics:cover:0, Zest ⑪ 覆盖板
ThermalDynamics:cover:0, Zest ⑫ 覆盖板
ThermalDynamics:cover:0, Zest ⑬ 覆盖板
ThermalDynamics:cover:0, Zest ⑭ 覆盖板
ThermalDynamics:cover:0, Zest ⑮ 覆盖板
ThermalDynamics:cover:0, Zoea ⓪ 覆盖板
ThermalDynamics:cover:0, Zoea ① 覆盖板
ThermalDynamics:cover:0, Zoea ② 覆盖板
ThermalDynamics:cover:0, Zoea ③ 覆盖板
ThermalDynamics:cover:0, Zoea ④ 覆盖板
ThermalDynamics:cover:0, Zoea ⑤ 覆盖板
ThermalDynamics:cover:0, Zoea ⑥ 覆盖板
ThermalDynamics:cover:0, Zoea ⑦ 覆盖板
ThermalDynamics:cover:0, Zoea ⑧ 覆盖板
ThermalDynamics:cover:0, Zoea ⑨ 覆盖板
ThermalDynamics:cover:0, Zoea ⑩ 覆盖板
ThermalDynamics:cover:0, Zoea ⑪ 覆盖板
ThermalDynamics:cover:0, Zoea ⑫ 覆盖板
ThermalDynamics:cover:0, Zoea ⑬ 覆盖板
ThermalDynamics:cover:0, Zoea ⑭ 覆盖板
ThermalDynamics:cover:0, Zoea ⑮ 覆盖板
ThermalDynamics:cover:0, Zane ⓪ 覆盖板
ThermalDynamics:cover:0, Zane ① 覆盖板
ThermalDynamics:cover:0, Zane ② 覆盖板
ThermalDynamics:cover:0, Zane ③ 覆盖板
ThermalDynamics:cover:0, Zane ④ 覆盖板
ThermalDynamics:cover:0, Zane ⑤ 覆盖板
ThermalDynamics:cover:0, Zane ⑥ 覆盖板
ThermalDynamics:cover:0, Zane ⑦ 覆盖板
ThermalDynamics:cover:0, Zane ⑧ 覆盖板
ThermalDynamics:cover:0, Zane ⑨ 覆盖板
ThermalDynamics:cover:0, Zane ⑩ 覆盖板
ThermalDynamics:cover:0, Zane ⑪ 覆盖板
ThermalDynamics:cover:0, Zane ⑫ 覆盖板
ThermalDynamics:cover:0, Zane ⑬ 覆盖板
ThermalDynamics:cover:0, Zane ⑭ 覆盖板
ThermalDynamics:cover:0, Zane ⑮ 覆盖板
ThermalDynamics:cover:0, Zyth ⓪ 覆盖板
ThermalDynamics:cover:0, Zyth ① 覆盖板
ThermalDynamics:cover:0, Zyth ② 覆盖板
ThermalDynamics:cover:0, Zyth ③ 覆盖板
ThermalDynamics:cover:0, Zyth ④ 覆盖板
ThermalDynamics:cover:0, Zyth ⑤ 覆盖板
ThermalDynamics:cover:0, Zyth ⑥ 覆盖板
ThermalDynamics:cover:0, Zyth ⑦ 覆盖板
ThermalDynamics:cover:0, Zyth ⑧ 覆盖板
ThermalDynamics:cover:0, Zyth ⑨ 覆盖板
ThermalDynamics:cover:0, Zyth ⑩ 覆盖板
ThermalDynamics:cover:0, Zyth ⑪ 覆盖板
ThermalDynamics:cover:0, Zyth ⑫ 覆盖板
ThermalDynamics:cover:0, Zyth ⑬ 覆盖板
ThermalDynamics:cover:0, Zyth ⑭ 覆盖板
ThermalDynamics:cover:0, Zyth ⑮ 覆盖板
ThermalDynamics:cover:0, Ztyl ⓪ 覆盖板
ThermalDynamics:cover:0, Ztyl ① 覆盖板
ThermalDynamics:cover:0, Ztyl ② 覆盖板
ThermalDynamics:cover:0, Ztyl ③ 覆盖板
ThermalDynamics:cover:0, Ztyl ④ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑤ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑥ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑦ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑧ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑨ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑩ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑪ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑫ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑬ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑭ 覆盖板
ThermalDynamics:cover:0, Ztyl ⑮ 覆盖板
ThermalDynamics:retriever:0, 检索器
ThermalDynamics:retriever:1, 硬化检索器
ThermalDynamics:retriever:2, 强化检索器
ThermalDynamics:retriever:3, 信素检索器
ThermalDynamics:retriever:4, 谐振检索器
ThermalDynamics:relay:0, 红石信号中继器
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
IC2:itemPartCircuit, ic2.itemPartCircuit.name
IC2:itemPartCircuitAdv, ic2.itemPartCircuitAdv.name
IC2:itemPartAlloy, ic2.itemPartAlloy.name
IC2:itemPartCarbonFibre, ic2.itemPartCarbonFibre.name
IC2:itemPartCarbonMesh, ic2.itemPartCarbonMesh.name
IC2:itemPartCarbonPlate, ic2.itemPartCarbonPlate.name
IC2:itemOreIridium, ic2.itemOreIridium.name
IC2:itemPartIridium, ic2.itemPartIridium.name
IC2:itemShardIridium, ic2.itemShardIridium.name
IC2:itemTreetap, ic2.itemTreetap.name
IC2:itemToolBronzePickaxe, ic2.itemToolBronzePickaxe.name
IC2:itemToolBronzeAxe, ic2.itemToolBronzeAxe.name
IC2:itemToolBronzeSword, ic2.itemToolBronzeSword.name
IC2:itemToolBronzeSpade, ic2.itemToolBronzeSpade.name
IC2:itemToolBronzeHoe, ic2.itemToolBronzeHoe.name
IC2:itemToolWrench, ic2.itemToolWrench.name
IC2:itemToolCutter, ic2.itemToolCutter.name
IC2:itemFoamSprayer, ic2.itemFoamSprayer.name
IC2:itemToolbox, ic2.itemToolbox.name
IC2:itemContainmentbox, ic2.itemContainmentbox.name
IC2:itemToolForgeHammer, ic2.itemToolForgeHammer.name
IC2:itemLathingTool, ic2.itemLathingTool.name
IC2:itemcrystalmemory, ic2.itemcrystalmemory.name
IC2:itemToolDrill, ic2.itemToolDrill.name
IC2:itemToolDDrill, ic2.itemToolDDrill.name
IC2:itemToolIridiumDrill, ic2.itemToolIridiumDrill.name
IC2:itemToolChainsaw, ic2.itemToolChainsaw.name
IC2:itemToolWrenchElectric, ic2.itemToolWrenchElectric.name
IC2:itemTreetapElectric, ic2.itemTreetapElectric.name
IC2:itemToolMiningLaser, ic2.itemToolMiningLaser.name
IC2:itemToolMEter, ic2.itemToolMEter.name
IC2:itemScanner, ic2.itemScanner.name
IC2:itemScannerAdv, ic2.itemScannerAdv.name
IC2:obscurator, ic2.obscurator.name
IC2:itemFreq, ic2.itemFreq.name
IC2:itemNanoSaber, ic2.itemNanoSaber.name
IC2:plasmaLauncher, ic2.plasmaLauncher.name
IC2:windmeter, ic2.windmeter.name
IC2:itemArmorHazmatHelmet, ic2.itemArmorHazmatHelmet.name
IC2:itemArmorHazmatChestplate, ic2.itemArmorHazmatChestplate.name
IC2:itemArmorHazmatLeggings, ic2.itemArmorHazmatLeggings.name
IC2:itemArmorRubBoots, ic2.itemArmorRubBoots.name
IC2:itemArmorBronzeHelmet, ic2.itemArmorBronzeHelmet.name
IC2:itemArmorBronzeChestplate, ic2.itemArmorBronzeChestplate.name
IC2:itemArmorBronzeLegs, ic2.itemArmorBronzeLegs.name
IC2:itemArmorBronzeBoots, ic2.itemArmorBronzeBoots.name
IC2:itemArmorAlloyChestplate, ic2.itemArmorAlloyChestplate.name
IC2:itemArmorNanoHelmet, ic2.itemArmorNanoHelmet.name
IC2:itemArmorNanoChestplate, ic2.itemArmorNanoChestplate.name
IC2:itemArmorNanoLegs, ic2.itemArmorNanoLegs.name
IC2:itemArmorNanoBoots, ic2.itemArmorNanoBoots.name
IC2:itemArmorQuantumHelmet, ic2.itemArmorQuantumHelmet.name
IC2:itemArmorQuantumChestplate, ic2.itemArmorQuantumChestplate.name
IC2:itemArmorQuantumLegs, ic2.itemArmorQuantumLegs.name
IC2:itemArmorQuantumBoots, ic2.itemArmorQuantumBoots.name
IC2:itemArmorJetpack, ic2.itemArmorJetpack.name
IC2:itemArmorJetpackElectric, ic2.itemArmorJetpackElectric.name
IC2:itemArmorBatpack, ic2.itemArmorBatpack.name
IC2:itemArmorAdvBatpack, ic2.itemArmorAdvBatpack.name
IC2:itemArmorEnergypack, ic2.itemArmorEnergypack.name
IC2:itemArmorCFPack, ic2.itemArmorCFPack.name
IC2:itemSolarHelmet, ic2.itemSolarHelmet.name
IC2:itemStaticBoots, ic2.itemStaticBoots.name
IC2:itemNightvisionGoggles, ic2.itemNightvisionGoggles.name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
IC2:reactorMOXSimpledepleted, ic2.reactorMOXSimpledepleted.name
IC2:reactorMOXDualdepleted, ic2.reactorMOXDualdepleted.name
IC2:reactorMOXQuaddepleted, ic2.reactorMOXQuaddepleted.name
IC2:reactorUraniumSimpledepleted, ic2.reactorUraniumSimpledepleted.name
IC2:reactorUraniumDualdepleted, ic2.reactorUraniumDualdepleted.name
IC2:reactorUraniumQuaddepleted, ic2.reactorUraniumQuaddepleted.name
IC2:reactorCoolantSimple, ic2.reactorCoolantSimple.name
IC2:reactorCoolantTriple, ic2.reactorCoolantTriple.name
IC2:reactorCoolantSix, ic2.reactorCoolantSix.name
IC2:reactorPlating, ic2.reactorPlating.name
IC2:reactorPlatingHeat, ic2.reactorPlatingHeat.name
IC2:reactorPlatingExplosive, ic2.reactorPlatingExplosive.name
IC2:reactorHeatSwitch, ic2.reactorHeatSwitch.name
IC2:reactorHeatSwitchCore, ic2.reactorHeatSwitchCore.name
IC2:reactorHeatSwitchSpread, ic2.reactorHeatSwitchSpread.name
IC2:reactorHeatSwitchDiamond, ic2.reactorHeatSwitchDiamond.name
IC2:reactorVent, ic2.reactorVent.name
IC2:reactorVentCore, ic2.reactorVentCore.name
IC2:reactorVentGold, ic2.reactorVentGold.name
IC2:reactorVentSpread, ic2.reactorVentSpread.name
IC2:reactorVentDiamond, ic2.reactorVentDiamond.name
IC2:reactorReflector, ic2.reactorReflector.name
IC2:reactorReflectorThick, ic2.reactorReflectorThick.name
IC2:reactorCondensator, ic2.reactorCondensator.name
